gene chr start
23071 MIR4738 chr17 73780688
23072 UNC13D chr17 73840798
23073 WBP2 chr17 73851501
23074 TRIM47 chr17 73874656
23075 TRIM65 chr17 73893084
23076 MRPL38 chr17 73901181
23077 ACOX1 chr17 73975515
23078 TEN1 chr17 73975297
23079 TEN1-CDK3 chr17 73975297
23080 CDK3 chr17 73996986
23081 EVPL chr17 74023533
23082 GALR2 chr17 74070881
23083 ZACN chr17 74075262
23084 EXOC7 chr17 74099652
23085 MIR6868 chr17 74094157
23086 FOXJ1 chr17 74137380
23087 RNF157-AS1 chr17 74136636
23088 UBALD2 chr17 74261285
23089 QRICH2 chr17 74303761
23090 SPHK1 chr17 74380689
23091 AANAT chr17 74449432
23092 RHBDF2 chr17 74483991
23093 CYGB chr17 74533987
23094 PRCD chr17 74523667
23095 SNHG16 chr17 74553845
23096 SNORD1C chr17 74554873
23097 SNORD1B chr17 74557189
23098 SNORD1A chr17 74557714
23099 ST6GALNAC1 chr17 74639920
23100 LOC105274304 chr17 74668009
23101 MXRA7 chr17 74707087
23102 METTL23 chr17 74722911
23103 SRSF2 chr17 74733493
23104 MIR636 chr17 74732630
23105 MFSD11 chr17 74732646
23106 LINC02080 chr17 74795125
23107 LINC00868 chr17 74852247
23108 MGAT5B chr17 74864797
23109 LOC105371899 chr17 74965281
23110 SNHG20 chr17 75084724
23111 SCARNA16 chr17 75085388
23112 MIR6516 chr17 75085498
23113 LOC105371907 chr17 75277979
23114 MIR4316 chr17 75393136
23115 LOC100507351 chr17 75543022
23116 LINC01987 chr17 75724641
23117 LINC01973 chr17 75880169
23118 TNRC6C-AS1 chr17 76107880
23119 TMC6 chr17 76124875
23120 TMC8 chr17 76126858
23121 SYNGR2 chr17 76164625
23122 TK1 chr17 76183285
23123 AFMID chr17 76183397
23124 BIRC5 chr17 76210276
23125 TMEM235 chr17 76227390
23126 LINC01993 chr17 76274573
23127 SOCS3 chr17 76356160
23128 LOC101928674 chr17 76356528
23129 DNAH17-AS1 chr17 76480991
23130 LINC02081 chr17 76628139
23131 TIMP2 chr17 76921472
23132 CEP295NL chr17 76899299
23133 LGALS3BP chr17 76976061
23134 CANT1 chr17 77005899
23135 C1QTNF1-AS1 chr17 77023737
23136 C1QTNF1 chr17 77019015
23137 ENGASE chr17 77071018
23138 MIR4739 chr17 77681058
23139 LINC02078 chr17 77681074
23140 ENPP7 chr17 77704864
23141 CBX2 chr17 77751976
23142 CBX8 chr17 77770915
23143 CBX4 chr17 77813213
23144 LINC01979 chr17 77900524
23145 LINC01978 chr17 77893155
23146 CCDC40 chr17 78010430
23147 MIR1268B chr17 78072626
23148 GAA chr17 78075324
23149 CARD14 chr17 78143790
23150 SGSH chr17 78194199
23151 SLC26A11 chr17 78194199
23152 ENDOV chr17 78388966
23153 MIR4730 chr17 78393217
23154 NPTX1 chr17 78450404
23155 LOC101928855 chr17 78779432
23156 CHMP6 chr17 78965640
23157 BAIAP2-AS1 chr17 79008519
23158 AATK chr17 79105748
23159 MIR657 chr17 79099173
23160 MIR3065 chr17 79099676
23161 MIR338 chr17 79099749
23162 MIR1250 chr17 79107108
23163 AATK-AS1 chr17 79139306
23164 TEPSIN chr17 79212891
23165 LOC105371925 chr17 79202506
23166 NDUFAF8 chr17 79213110
23167 SLC38A10 chr17 79269139
23168 LINC00482 chr17 79283048
23169 LOC100130370 chr17 79358925
23170 MIR4740 chr17 79374578
23171 MIR3186 chr17 79418214
23172 ACTG1 chr17 79479892
23173 FSCN2 chr17 79495416
23174 FAAP100 chr17 79519429
23175 TSPAN10 chr17 79604196
23176 PDE6G chr17 79623607
23177 OXLD1 chr17 79633176
23178 CCDC137 chr17 79633760
23179 ARL16 chr17 79650743
23180 HGS chr17 79650961
23181 MIR6786 chr17 79660786
23182 MRPL12 chr17 79670399
23183 SLC25A10 chr17 79679265
23184 GCGR chr17 79762007
23185 MCRIP1 chr17 79791170
23186 PPP1R27 chr17 79792926
23187 P4HB chr17 79818544
23188 ARHGDIA chr17 79828850
23189 ALYREF chr17 79849462
23190 ANAPC11 chr17 79848665
23191 PCYT2 chr17 79869353
23192 NPB chr17 79859984
23193 SIRT7 chr17 79876058
23194 MAFG chr17 79881444
23195 MAFG-AS1 chr17 79885704
23196 PYCR1 chr17 79895115
23197 MYADML2 chr17 79905109
23198 NOTUM chr17 79919057
23199 CENPX chr17 79980785
23200 LRRC45 chr17 79981177
23201 RAC3 chr17 79989531
23202 DCXR chr17 79995573
23203 RFNG chr17 80009650
23204 GPS1 chr17 80009740
23205 DUS1L chr17 80023697
23206 FASN chr17 80056106
23207 SNORD134 chr17 80048016
23208 SLC16A3 chr17 80186281
23209 MIR6787 chr17 80194543
23210 LINC01970 chr17 80250690
23211 CD7 chr17 80275480
23212 SECTM1 chr17 80291921
23213 TEX19 chr17 80317122
23214 UTS2R chr17 80332152
23215 HEXDC chr17 80376229
23216 C17orf62 chr17 80407602
23217 NARF chr17 80416059
23218 WDR45B chr17 80606411
23219 RAB40B chr17 80656598
23220 MIR4525 chr17 80626183
23221 LOC101929552 chr17 80674129
23222 FN3KRP chr17 80674581
23223 FN3K chr17 80693451
23224 ZNF750 chr17 80797931
23225 METRNL chr17 81037566
23226 RPL23AP87 chr17 81174665
23227 DOK6 chr18 67068283
23228 PTPRM chr18 7567313
23229 C18orf21 chr18 33552587
23230 LINC01478 chr18 42111662
23231 DCC chr18 49866541
23232 MYOM1 chr18 3220106
23233 DLGAP1 chr18 4455266
23234 LINC00667 chr18 5238098
23235 L3MBTL4 chr18 6414910
23236 APCDD1 chr18 10454624
23237 SPIRE1 chr18 12656731
23238 LDLRAD4 chr18 13218728
23239 GREB1L chr18 18822202
23240 TMEM241 chr18 21017933
23241 IMPACT chr18 22006608
23242 KCTD1 chr18 24128500
23243 NOL4 chr18 31628576
23244 KIAA1328 chr18 34409068
23245 LINC00907 chr18 39766632
23246 SLC14A2 chr18 42792946
23247 RNF165 chr18 43914186
23248 CTIF chr18 46065426
23249 MAPK4 chr18 48086483
23250 WDR7 chr18 54318615
23251 ZNF532 chr18 56529831
23252 PIGN chr18 59854289
23253 BCL2 chr18 60986613
23254 LINC01924 chr18 61771324
23255 LINC01541 chr18 69246192
23256 ZNF407 chr18 72342918
23257 THOC1 chr18 268059
23258 COLEC12 chr18 500729
23259 TYMSOS chr18 658340
23260 YES1 chr18 812327
23261 LINC00470 chr18 1359630
23262 SMCHD1 chr18 2655885
23263 EMILIN2 chr18 2847027
23264 MYL12B chr18 3262110
23265 EPB41L3 chr18 5544338
23266 MIR3976HG chr18 5748817
23267 LINC01387 chr18 6511414
23268 LAMA1 chr18 7117813
23269 MTCL1 chr18 8717368
23270 ANKRD12 chr18 9136750
23271 PPP4R1 chr18 9614605
23272 RAB31 chr18 9708227
23273 PIEZO2 chr18 11148761
23274 GNAL chr18 11689013
23275 TUBB6 chr18 12307667
23276 PSMG2 chr18 12658737
23277 PTPN2 chr18 12884334
23278 SEH1L chr18 12947982
23279 CEP192 chr18 12991360
23280 RNMT chr18 13726658
23281 MC2R chr18 13915535
23282 ANKRD30B chr18 14748238
23283 ROCK1 chr18 18691812
23284 ESCO1 chr18 19180693
23285 ABHD3 chr18 19284766
23286 MIB1 chr18 19321289
23287 LOC101927571 chr18 20366800
23288 RBBP8 chr18 20513294
23289 C18orf8 chr18 21083433
23290 ANKRD29 chr18 21242849
23291 LAMA3 chr18 21269406
23292 TTC39C chr18 21572736
23293 OSBPL1A chr18 21852196
23294 ZNF521 chr18 22932214
23295 PSMA8 chr18 23713810
23296 TAF4B chr18 23806846
23297 AQP4-AS1 chr18 24445271
23298 CHST9 chr18 24765302
23299 CDH2 chr18 25616549
23300 DSC3 chr18 28622781
23301 DSCAS chr18 28681550
23302 DSG1-AS1 chr18 29006951
23303 DSG4 chr18 28956739
23304 DSG2 chr18 29077966
23305 B4GALT6 chr18 29264686
23306 TRAPPC8 chr18 29523091
23307 RNF125 chr18 29598444
23308 GAREM1 chr18 30050447
23309 KLHL14 chr18 30352974
23310 CCDC178 chr18 31020045
23311 ASXL3 chr18 31158540
23312 DTNA chr18 32073253
23313 MAPRE2 chr18 32556891
23314 MOCOS chr18 33767479
23315 FHOD3 chr18 33877658
23316 CELF4 chr18 35146000
23317 MIR924HG chr18 37331959
23318 PIK3C3 chr18 39535162
23319 RIT2 chr18 40695657
23320 SETBP1 chr18 42260137
23321 EPG5 chr18 43547305
23322 PSTPIP2 chr18 43652250
23323 C18orf25 chr18 43753987
23324 LOXHD1 chr18 44236996
23325 ST8SIA5 chr18 44337132
23326 PIAS2 chr18 44497495
23327 KATNAL2 chr18 44526786
23328 IER3IP1 chr18 44702745
23329 ZBTB7C chr18 45663680
23330 DYM chr18 46987079
23331 ACAA2 chr18 47340251
23332 MYO5B chr18 47721451
23333 ELAC1 chr18 48494386
23334 LINC01630 chr18 48918411
23335 LINC01919 chr18 51094816
23336 C18orf54 chr18 51884286
23337 RAB27B chr18 52495707
23338 TCF4 chr18 53069208
23339 LOC100505549 chr18 55297533
23340 ATP8B1 chr18 55470327
23341 NEDD4L chr18 55711609
23342 ALPK2 chr18 56296189
23343 MALT1 chr18 56338617
23344 LMAN1 chr18 57026508
23345 CCBE1 chr18 57364644
23346 CDH20 chr18 59000814
23347 RNF152 chr18 59560304
23348 KIAA1468 chr18 59854523
23349 TNFRSF11A chr18 59992519
23350 PHLPP1 chr18 60382671
23351 VPS4B chr18 61089752
23352 CDH7 chr18 63417487
23353 CDH19 chr18 64271375
23354 LOC643542 chr18 65183782
23355 CCDC102B chr18 66382490
23356 RTTN chr18 67872962
23357 NETO1 chr18 70534810
23358 LOC400655 chr18 70931733
23359 CYB5A chr18 71959251
23360 CNDP1 chr18 72201691
23361 SMIM21 chr18 73139658
23362 ZNF516 chr18 74207146
23363 ZNF236 chr18 74534562
23364 MBP chr18 74729055
23365 GALR1 chr18 74962007
23366 ATP9B chr18 76829274
23367 NFATC1 chr18 77155771
23368 CTDP1 chr18 77439800
23369 HSBP1L1 chr18 77724581
23370 PARD6G chr18 78005397
23371 ROCK1P1 chr18 109064
23372 MIR8078 chr18 112339
23373 USP14 chr18 158482
23374 LINC01925 chr18 515294
23375 CETN1 chr18 580342
23376 CLUL1 chr18 596997
23377 TYMS chr18 657603
23378 ENOSF1 chr18 712664
23379 ADCYAP1 chr18 904943
23380 METTL4 chr18 2571502
23381 NDC80 chr18 2571509
23382 CBX3P2 chr18 2655394
23383 LPIN2 chr18 3011945
23384 LOC727896 chr18 2946621
23385 MYL12A chr18 3247479
23386 LOC104968399 chr18 3261828
23387 TGIF1 chr18 3411924
23388 GAPLINC chr18 3466247
23389 DLGAP1-AS1 chr18 3594111
23390 DLGAP1-AS2 chr18 3603734
23391 DLGAP1-AS3 chr18 3878179
23392 MIR6718 chr18 3885352
23393 DLGAP1-AS4 chr18 3962352
23394 DLGAP1-AS5 chr18 4264601
23395 AKAIN1 chr18 5197751
23396 LINC00526 chr18 5238028
23397 ZBTB14 chr18 5295701
23398 MIR3976 chr18 5840693
23399 TMEM200C chr18 5892103
23400 L3MBTL4-AS1 chr18 6256742
23401 MIR4317 chr18 6374424
23402 LOC101927168 chr18 6729861
23403 ARHGAP28 chr18 6834431
23404 LINC00668 chr18 6929868
23405 LOC101927188 chr18 6954675
23406 LRRC30 chr18 7231136
23407 LOC100192426 chr18 8367032
23408 RAB12 chr18 8609442
23409 GACAT2 chr18 8707619
23410 NDUFV2 chr18 9102627
23411 NDUFV2-AS1 chr18 9136718
23412 TWSG1 chr18 9334764
23413 RALBP1 chr18 9475529
23414 PPP4R1-AS1 chr18 9614804
23415 TXNDC2 chr18 9885722
23416 VAPA chr18 9913954
23417 LINC01254 chr18 10414367
23418 NAPG chr18 10525872
23419 LOC101927410 chr18 10661929
23420 MIR6788 chr18 10759647
23421 LINC01255 chr18 11488568
23422 SLC35G4 chr18 11609556
23423 MIR7153 chr18 11654940
23424 CHMP1B chr18 11851388
23425 MPPE1 chr18 11908796
23426 IMPA2 chr18 11981426
23427 ANKRD62 chr18 12093847
23428 C18orf61 chr18 12200777
23429 CIDEA chr18 12254317
23430 AFG3L2 chr18 12377275
23431 PRELID3A chr18 12407894
23432 LOC105371998 chr18 12432772
23433 CEP76 chr18 12702776
23434 LINC01882 chr18 12749421
23435 LDLRAD4-AS1 chr18 13427533
23436 MIR5190 chr18 13459945
23437 MIR4526 chr18 13611112
23438 FAM210A chr18 13726591
23439 MC5R chr18 13825542
23440 ZNF519 chr18 14132489
23441 ANKRD20A5P chr18 14179095
23442 CYP4F35P chr18 14337421
23443 CXADRP3 chr18 14498705
23444 POTEC chr18 14543599
23445 MIR3156-2 chr18 14830164
23446 LINC01443 chr18 14946265
23447 LINC01444 chr18 14970467
23448 LOC644669 chr18 15325918
23449 SNRPD1 chr18 19192229
23450 MIR320C1 chr18 19263470
23451 MIR133A1HG chr18 19411367
23452 MIR133A1 chr18 19405746
23453 MIR1-2 chr18 19409049
23454 GATA6-AS1 chr18 19748929
23455 GATA6 chr18 19749397
23456 CTAGE1 chr18 19997878
23457 MIR4741 chr18 20513311
23458 CABLES1 chr18 20714527
23459 RIOK3 chr18 21032786
23460 NPC1 chr18 21166581
23461 TTC39C-AS1 chr18 21595424
23462 CABYR chr18 21718919
23463 MIR320C2 chr18 21901649
23464 HRH4 chr18 22040592
23465 LINC01915 chr18 22208145
23466 LOC105372028 chr18 22305744
23467 SS18 chr18 23670611
23468 LINC01543 chr18 24002958
23469 MIR8057 chr18 24171499
23470 PCAT18 chr18 24283602
23471 AQP4 chr18 24442874
23472 LOC105372038 chr18 24922620
23473 MIR302F chr18 27878875
23474 DSC2 chr18 28682395
23475 DSC1 chr18 28742819
23476 DSG1 chr18 28898051
23477 DSG3 chr18 29027731
23478 DSG2-AS1 chr18 29136874
23479 TTR chr18 29171729
23480 SLC25A52 chr18 29340843
23481 RNF138 chr18 29671817
23482 MEP1B chr18 29769986
23483 WBP11P1 chr18 30091625
23484 ZNF397 chr18 32820993
23485 ZSCAN30 chr18 32870209
23486 ZNF271P chr18 32870235
23487 ZNF24 chr18 32924431
23488 ZNF396 chr18 32957301
23489 INO80C chr18 33077613
23490 MIR3975 chr18 33171700
23491 GALNT1 chr18 33234532
23492 MIR187 chr18 33484889
23493 MIR3929 chr18 33514105
23494 RPRD1A chr18 33647557
23495 SLC39A6 chr18 33709357
23496 ELP2 chr18 33709836
23497 LOC101927809 chr18 33767398
23498 LOC105372071 chr18 34243381
23499 TPGS2 chr18 34409179
23500 LOC105372069 chr18 34503777
23501 LOC105372068 chr18 34854422
23502 SNORA111 chr18 35046467
23503 MIR4318 chr18 35237097
23504 MIR924 chr18 37202139
23505 MIR5583-2 chr18 37256741
23506 MIR5583-1 chr18 37256684
23507 LINC01477 chr18 37646249
23508 KC6 chr18 39100561
23509 SYT4 chr18 40857615
23510 LINC01601 chr18 42111743
23511 MIR4319 chr18 42550131
23512 SLC14A1 chr18 43304087
23513 SIGLEC15 chr18 43405544
23514 ATP5A1 chr18 43678319
23515 HAUS1 chr18 43684297
23516 ELOA3D chr18 44544607
23517 ELOA3B chr18 44550298
23518 TCEB3C chr18 44556449
23519 ELOA2 chr18 44561988
23520 HDHD2 chr18 44676891
23521 SKOR2 chr18 44775554
23522 MIR4527 chr18 44906866
23523 SMAD2 chr18 45456970
23524 MIR4743 chr18 46196970
23525 SMAD7 chr18 46469177
23526 MIR4744 chr18 46576138
23527 C18orf32 chr18 47013644
23528 RPL17-C18orf32 chr18 47017954
23529 MIR1539 chr18 47013742
23530 RPL17 chr18 47018834
23531 SNORD58C chr18 47015694
23532 SNORD58A chr18 47017717
23533 SNORD58B chr18 47018099
23534 LIPG chr18 47088400
23535 SCARNA17 chr18 47340392
23536 SNHG22 chr18 47340392
23537 MIR4320 chr18 47652933
23538 CFAP53 chr18 47792892
23539 MBD1 chr18 47808144
23540 CXXC1 chr18 47814692
23541 SKA1 chr18 47901391
23542 MRO chr18 48346434
23543 ME2 chr18 48405431
23544 SMAD4 chr18 48556582
23545 MEX3C chr18 48724051
23546 MIR4528 chr18 50763470
23547 LINC01917 chr18 51107429
23548 MBD2 chr18 51751158
23549 SNORA37 chr18 51748782
23550 POLI chr18 51795848
23551 STARD6 chr18 51880943
23552 DYNAP chr18 52254989
23553 CCDC68 chr18 52625279
23554 LINC01929 chr18 52791537
23555 TCF4-AS1 chr18 53119763
23556 MIR4529 chr18 53146451
23557 LINC01415 chr18 53447652
23558 LINC01416 chr18 53587430
23559 LINC01539 chr18 53804767
23560 TXNL1 chr18 54305920
23561 LINC-ROR chr18 54739350
23562 BOD1L2 chr18 54814292
23563 ST8SIA3 chr18 55019720
23564 ONECUT2 chr18 55102916
23565 FECH chr18 55253969
23566 NARS chr18 55289177
23567 MIR122 chr18 56118305
23568 MIR3591 chr18 56118384
23569 SNORA108 chr18 56267851
23570 LOC101927322 chr18 56339105
23571 OACYLP chr18 56702910
23572 SEC11C chr18 56807088
23573 GRP chr18 56887399
23574 RAX chr18 56940625
23575 CPLX4 chr18 56985881
23576 PMAIP1 chr18 57567191
23577 MC4R chr18 58040001
23578 LINC01544 chr18 59415408
23579 ZCCHC2 chr18 60190657
23580 KDSR chr18 61034506
23581 SERPINB5 chr18 61144143
23582 SERPINB12 chr18 61223392
23583 SERPINB13 chr18 61254533
23584 SERPINB4 chr18 61311553
23585 SERPINB3 chr18 61329197
23586 SERPINB11 chr18 61369537
23587 SERPINB7 chr18 61420280
23588 SERPINB2 chr18 61554938
23589 SERPINB10 chr18 61575223
23590 HMSD chr18 61616587
23591 SERPINB8 chr18 61637262
23592 LINC00305 chr18 61816260
23593 LINC01538 chr18 61927290
23594 MIR5011 chr18 64748820
23595 DSEL chr18 65183967
23596 TMX3 chr18 66382353
23597 LOC105372179 chr18 67137166
23598 CD226 chr18 67615089
23599 SOCS6 chr18 67956136
23600 LINC01909 chr18 68002674
23601 LINC01910 chr18 68051827
23602 GTSCR1 chr18 68318093
23603 LINC01899 chr18 69449462
23604 CBLN2 chr18 70211723
23605 MIR548AV chr18 70520617
23606 LOC100505797 chr18 70535622
23607 LOC100505817 chr18 70992175
23608 FBXO15 chr18 71814999
23609 TIMM21 chr18 71815745
23610 C18orf63 chr18 71983109
23611 LINC01922 chr18 72076682
23612 FAM69C chr18 72124503
23613 CNDP2 chr18 72163499
23614 LINC00909 chr18 72265071
23615 ZADH2 chr18 72917468
23616 TSHZ1 chr18 72922709
23617 LINC01898 chr18 73424358
23618 LOC339298 chr18 73834952
23619 LOC101927989 chr18 74203607
23620 C18orf65 chr18 74207476
23621 LINC00908 chr18 74240611
23622 LINC00683 chr18 74331733
23623 LINC01927 chr18 74350968
23624 LINC01879 chr18 74401985
23625 LOC100131655 chr18 74534251
23626 LINC01029 chr18 75705683
23627 SALL3 chr18 76740274
23628 LOC284241 chr18 77439745
23629 KCNG2 chr18 77623667
23630 PQLC1 chr18 77711653
23631 TXNL4A chr18 77748592
23632 RBFA chr18 77794345
23633 RBFADN chr18 77827255
23634 ADNP2 chr18 77866914
23635 PARD6G-AS1 chr18 77905806
23636 KANK3 chr19 8408146
23637 TMEM38A chr19 16771937
23638 RHPN2 chr19 33555824
23639 ATP5SL chr19 41945481
23640 MED25 chr19 50321535
23641 ZNF274 chr19 58694355
23642 ABCA7 chr19 1040101
23643 IZUMO4 chr19 2096867
23644 GNA15 chr19 3136029
23645 LOC100996351 chr19 3155173
23646 ANKRD24 chr19 4183350
23647 PTPRS chr19 5340814
23648 ZNF559 chr19 9434447
23649 ZNF559-ZNF177 chr19 9434901
23650 TYK2 chr19 10491248
23651 CCDC151 chr19 11545980
23652 ZNF709 chr19 12595632
23653 NDUFB7 chr19 14682889
23654 CYP4F8 chr19 15726028
23655 CRTC1 chr19 18794424
23656 ZNF506 chr19 19932560
23657 ZNF43 chr19 22034870
23658 FXYD5 chr19 35645624
23659 ZNF565 chr19 36705575
23660 LINC01535 chr19 37742786
23661 YIF1B chr19 38806445
23662 SAMD4B chr19 39833098
23663 HIPK4 chr19 40896128
23664 LIPE-AS1 chr19 42901299
23665 ZNF575 chr19 44037339
23666 EML2 chr19 46142675
23667 PRKD2 chr19 47217577
23668 EHD2 chr19 48216600
23669 KLK2 chr19 51376688
23670 ZNF702P chr19 53496784
23671 RDH13 chr19 55574585
23672 ZNF787 chr19 56632742
23673 DUXA chr19 57678856
23674 RNF126 chr19 663233
23675 KISS1R chr19 917341
23676 REXO1 chr19 1848452
23677 CSNK1G2 chr19 1941160
23678 DOT1L chr19 2164147
23679 GNG7 chr19 2702746
23680 TLE2 chr19 3029165
23681 CELF5 chr19 3224700
23682 NFIC chr19 3359560
23683 PIP5K1C chr19 3700477
23684 MATK chr19 3801810
23685 ZBTB7A chr19 4065527
23686 STAP2 chr19 4338847
23687 UBXN6 chr19 4457791
23688 DPP9 chr19 4723855
23689 PLIN3 chr19 4867780
23690 KDM4B chr19 4969123
23691 SAFB chr19 5623045
23692 CATSPERD chr19 5720687
23693 NDUFA11 chr19 5904024
23694 RFX2 chr19 6110664
23695 ACSBG2 chr19 6135643
23696 KHSRP chr19 6424822
23697 C3 chr19 6720693
23698 VAV1 chr19 6772678
23699 ZNF557 chr19 7069470
23700 INSR chr19 7294313
23701 ARHGEF18 chr19 7459998
23702 PNPLA6 chr19 7599037
23703 TIMM44 chr19 8008708
23704 CCL25 chr19 8117645
23705 HNRNPM chr19 8509711
23706 ADAMTS10 chr19 8657080
23707 MUC16 chr19 9092018
23708 COL5A3 chr19 10121147
23709 PPAN-P2RY11 chr19 10216898
23710 P2RY11 chr19 10222196
23711 SLC44A2 chr19 10713120
23712 DNM2 chr19 10828728
23713 CARM1 chr19 10982252
23714 SMARCA4 chr19 11071597
23715 ELOF1 chr19 11670051
23716 ZNF833P chr19 11784812
23717 ZNF440 chr19 11925106
23718 ZNF700 chr19 12035882
23719 ZNF490 chr19 12721623
23720 C19orf43 chr19 12845589
23721 MAST1 chr19 12949258
23722 NFIX chr19 13106583
23723 NACC1 chr19 13229101
23724 CACNA1A chr19 13617274
23725 CC2D1A chr19 14016955
23726 IL27RA chr19 14142551
23727 ADGRL1 chr19 14316997
23728 LINC01841 chr19 14474802
23729 PKN1 chr19 14544165
23730 ZNF333 chr19 14800851
23731 SLC1A6 chr19 15083730
23732 AKAP8 chr19 15490612
23733 CYP4F2 chr19 16008930
23734 HSH2D chr19 16244837
23735 EPS15L1 chr19 16582823
23736 CHERP chr19 16653263
23737 NWD1 chr19 16830786
23738 CPAMD8 chr19 17137625
23739 HAUS8 chr19 17186343
23740 MYO9B chr19 17186590
23741 DDA1 chr19 17420336
23742 JAK3 chr19 17958841
23743 KCNN1 chr19 18062110
23744 MAST3 chr19 18208602
23745 PDE4C chr19 18359010
23746 ELL chr19 18632937
23747 GDF1 chr19 19006953
23748 CERS1 chr19 19006953
23749 SUGP2 chr19 19144380
23750 MEF2B chr19 19281098
23751 BORCS8-MEF2B chr19 19303400
23752 SUGP1 chr19 19431321
23753 GATAD2A chr19 19496641
23754 ZNF101 chr19 19778961
23755 ZNF626 chr19 20844402
23756 ZNF430 chr19 21203425
23757 ZNF431 chr19 21324812
23758 ZNF708 chr19 21512214
23759 ZNF208 chr19 22193745
23760 LINC01785 chr19 22806773
23761 ZNF99 chr19 22966973
23762 LINC01859 chr19 23206499
23763 LINC01224 chr19 23598876
23764 ZNF675 chr19 23870017
23765 RPSAP58 chr19 23945815
23766 ZNF254 chr19 24216206
23767 LOC100420587 chr19 29218601
23768 LOC102724908 chr19 29097594
23769 LOC284395 chr19 30016659
23770 ZNF536 chr19 30863299
23771 TSHZ3 chr19 31840431
23772 DPY19L3 chr19 32896654
23773 ANKRD27 chr19 33166102
23774 CEP89 chr19 33462935
23775 PEPD chr19 34012799
23776 CHST8 chr19 34112860
23777 GPI chr19 34855644
23778 SCGB1B2P chr19 35167936
23779 ZNF599 chr19 35264134
23780 LINC00904 chr19 35389847
23781 ATP4A chr19 36054560
23782 WDR62 chr19 36545782
23783 ZFP14 chr19 36870105
23784 ZNF566 chr19 36980337
23785 ZNF529 chr19 37096178
23786 ZNF345 chr19 37341259
23787 ZNF568 chr19 37407230
23788 ZNF420 chr19 37569123
23789 ZNF527 chr19 37862058
23790 ZNF793 chr19 37997840
23791 ZFP30 chr19 38146313
23792 SIPA1L3 chr19 38397860
23793 RYR1 chr19 38924339
23794 ACTN4 chr19 39138255
23795 ECH1 chr19 39322497
23796 FBXO17 chr19 39466453
23797 ACP7 chr19 39574944
23798 TIMM50 chr19 39971051
23799 FCGBP chr19 40440533
23800 AKT2 chr19 40771258
23801 SPTBN4 chr19 40973125
23802 MIA-RAB4B chr19 41281441
23803 RAB4B chr19 41284123
23804 RAB4B-EGLN2 chr19 41284123
23805 HNRNPUL1 chr19 41768380
23806 CEACAM21 chr19 42055885
23807 POU2F2 chr19 42636625
23808 ZNF526 chr19 42724422
23809 MEGF8 chr19 42829760
23810 PSG11 chr19 43530631
23811 TEX101 chr19 43892762
23812 PLAUR chr19 44174498
23813 LYPD5 chr19 44304181
23814 ZNF45 chr19 44439411
23815 ZNF223 chr19 44556163
23816 NECTIN2 chr19 45349392
23817 CLPTM1 chr19 45457841
23818 PPP1R37 chr19 45596430
23819 SIX5 chr19 46272497
23820 MYPOP chr19 46405862
23821 IGFL2 chr19 46651038
23822 PPP5D1 chr19 47104457
23823 ARHGAP35 chr19 47421932
23824 ZC3H4 chr19 47617009
23825 SAE1 chr19 47634079
23826 C5AR2 chr19 47835403
23827 SLC8A2 chr19 47975307
23828 LIG1 chr19 48673860
23829 CARD8 chr19 48759203
23830 KDELR1 chr19 48894810
23831 SEC1P chr19 49141295
23832 NUCB1 chr19 49403306
23833 TRPM4 chr19 49660997
23834 SLC6A16 chr19 49828474
23835 SLC17A7 chr19 49944808
23836 NOSIP chr19 50083829
23837 CPT1C chr19 50194364
23838 SIGLEC11 chr19 50464429
23839 MYH14 chr19 50706884
23840 KLK9 chr19 51512890
23841 ZNF480 chr19 52800421
23842 ZNF534 chr19 52934666
